CNPJ emit.;Emitente;No.;Data Emissão;Valor NF;Data Registro;Créditos;Situação do Crédito
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135354;16/10/2018;5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135355;16/10/2018;12,1;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135356;16/10/2018;16,8;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135357;16/10/2018;10,8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135358;16/10/2018;26,1;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135359;16/10/2018;7,78;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135361;16/10/2018;9,75;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135364;16/10/2018;5,6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135365;16/10/2018;14,5;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135366;16/10/2018;17,1;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135368;16/10/2018;35,2;17/12/2018;0,05;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135370;16/10/2018;4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135378;16/10/2018;1,4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135379;16/10/2018;20,1;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135380;16/10/2018;1,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135381;16/10/2018;46,8;17/12/2018;0,07;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135382;16/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135383;16/10/2018;14,65;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135384;16/10/2018;7,1;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135385;16/10/2018;2,7;17/12/2018;0;Liberado
65.833.410/0001-69;BRASLIMPO COMERCIAL LTDA;460219;15/10/2018;381,9;15/10/2018;0;Liberado
47.508.411/0879-28;COMPANHIA BRASILEIRA DE DISTRIBUICAO;10059;15/10/2018;43,7;15/10/2018;0;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;329069;15/10/2018;183,47;15/10/2018;35,57;Liberado
02.916.265/0304-09;JBS S A;53256;15/10/2018;130,39;15/10/2018;0;Liberado
10.290.557/0001-68;SALES EQUIP. E PROD. HIG. PROF. LTDA.;2617639;15/10/2018;1208,78;15/10/2018;0;Liberado
10.290.557/0001-68;SALES EQUIP. E PROD. HIG. PROF. LTDA.;2617536;15/10/2018;1005,97;15/10/2018;0;Liberado
10.290.557/0001-68;SALES EQUIP. E PROD. HIG. PROF. LTDA.;2617527;15/10/2018;535,94;15/10/2018;0;Liberado
07.686.203/0001-22;CRIDON COMERCIO LTDA - EPP;43521;15/10/2018;271,57;15/10/2018;0;Liberado
61.099.834/0007-86;ARTHUR LUNDGREN TECIDOS S/A-CASAS PERNAMBUCANAS;13995;15/10/2018;39,99;15/10/2018;0;Liberado
30.966.300/0001-90;ATMA ENERGIA MAGNETICA EIRELI;511;15/10/2018;357;15/10/2018;0;Liberado
07.770.528/0001-99;NICHI COMERCIO DE ALIMENTOS LTDA;239686;15/10/2018;509,92;15/10/2018;10,19;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;222476;15/10/2018;277,36;15/10/2018;18,48;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;57449;15/10/2018;403,34;15/10/2018;26,88;Liberado
09.462.034/0001-72;Azefix Comercio de Equipamentos Ltda ME;21395;15/10/2018;471,71;15/10/2018;0;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;78093;15/10/2018;60,02;15/10/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;32452;15/10/2018;277,36;15/10/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;32453;15/10/2018;403,34;15/10/2018;0;Liberado
05.636.425/0001-05;KILUS GRILL LTDA - EPP;109844;15/10/2018;62,98;19/10/2018;14,16;Liberado
47.508.411/1993-00;COMPANHIA BRASILEIRA DE DISTRIBUICAO;363498;15/10/2018;44,43;16/10/2018;0;Liberado
61.585.865/0183-60;RAIA DROGASIL S.A.;203645;15/10/2018;416,98;09/11/2018;11,94;Liberado
01.525.556/0001-64;DOCE ATRACAO PRODUTOS ALIMENTICIOS LTD;66077;15/10/2018;29,53;12/11/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134869;15/10/2018;4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134870;15/10/2018;3,9;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134871;15/10/2018;1,9;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134872;15/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134873;15/10/2018;3,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134874;15/10/2018;4,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134875;15/10/2018;1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134876;15/10/2018;7,8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134877;15/10/2018;7,3;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134878;15/10/2018;13,65;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134879;15/10/2018;4,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134880;15/10/2018;15,5;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134888;15/10/2018;16,4;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134889;15/10/2018;4,6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134890;15/10/2018;6,4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134891;15/10/2018;2,75;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134892;15/10/2018;4,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134893;15/10/2018;4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134894;15/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134895;15/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134896;15/10/2018;9,4;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134897;15/10/2018;14,1;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134898;15/10/2018;9,2;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134899;15/10/2018;3,35;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134900;15/10/2018;12;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134909;15/10/2018;3,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134910;15/10/2018;10,04;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134912;15/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134950;15/10/2018;2,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134951;15/10/2018;3,95;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134952;15/10/2018;12;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134954;15/10/2018;4,95;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134955;15/10/2018;1,4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134961;15/10/2018;4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134962;15/10/2018;11,4;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134963;15/10/2018;7,15;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134964;15/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134965;15/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134970;15/10/2018;5,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134971;15/10/2018;5,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134972;15/10/2018;6,95;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134973;15/10/2018;2,6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134974;15/10/2018;18,2;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134976;15/10/2018;10,9;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134977;15/10/2018;6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134978;15/10/2018;13,25;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134979;15/10/2018;3,4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134980;15/10/2018;13,15;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135014;15/10/2018;4,65;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135015;15/10/2018;1,4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135017;15/10/2018;12;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135018;15/10/2018;6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135019;15/10/2018;3,4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135034;15/10/2018;16,35;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135035;15/10/2018;13,99;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135045;15/10/2018;94,36;17/12/2018;0,14;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135046;15/10/2018;4,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;135047;15/10/2018;2,4;17/12/2018;0;Liberado
96.238.191/0001-01;FERRAGENS VILA RE LTDA - EPP?;85641;15/10/2018;58,55;07/11/2018;13,62;Liberado
53.270.526/0001-58;RODRIGUES ALVES COMERCIAL DE GENEROS ALIMENTICIOS;360509;14/10/2018;62,85;14/10/2018;54,64;Liberado
01.874.166/0009-57;MASTER ATS SUPERMERCADOS LTDA;5508;14/10/2018;141,06;14/10/2018;30,51;Liberado
59.669.788/0026-24;BRISTOL COMERCIAL LTDA;76990;14/10/2018;119,9;14/10/2018;257;Liberado
28.759.518/0001-22;POKE BOWL FREI CANECA RESTAURANTE LTDA EPP;7301;14/10/2018;31,9;14/10/2018;0;Liberado
02.952.485/0062-60;ZARA BRASIL LTDA;715;14/10/2018;39;14/10/2018;38,15;Liberado
17.261.661/0019-00;OUTBACK STEAKHOUSE RESTAURANTES BRASIL S A;159572;14/10/2018;218,74;14/10/2018;211,25;Liberado
43.708.379/0023-07;FAST SHOP S.A.;113637;14/10/2018;1985,4;14/10/2018;0;Liberado
66.533.696/0001-20;HM SUPERMERCADOS LT;63688;14/10/2018;76,82;14/10/2018;22,73;Liberado
47.508.411/2085-71;COMPANHIA BRASILEIRA DE DISTRIBUICAO;86444;14/10/2018;119,84;14/10/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134612;14/10/2018;14,1;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134613;14/10/2018;9,8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134614;14/10/2018;11,95;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134615;14/10/2018;11,3;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134616;14/10/2018;3,65;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134617;14/10/2018;5,6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134618;14/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134690;14/10/2018;6,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134691;14/10/2018;13,57;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134692;14/10/2018;7,24;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134693;14/10/2018;1,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134695;14/10/2018;5,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134696;14/10/2018;11,2;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134697;14/10/2018;13,65;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134698;14/10/2018;14,3;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134699;14/10/2018;1,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134700;14/10/2018;7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134701;14/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134702;14/10/2018;1,9;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134703;14/10/2018;17,38;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134704;14/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134705;14/10/2018;19,5;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134706;14/10/2018;14,91;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134707;14/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134708;14/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134709;14/10/2018;9,65;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134710;14/10/2018;7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134712;14/10/2018;16,05;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134713;14/10/2018;4,85;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134723;14/10/2018;9,9;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134724;14/10/2018;8,4;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134725;14/10/2018;33,9;17/12/2018;0,05;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134726;14/10/2018;6,7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134727;14/10/2018;34,15;17/12/2018;0,05;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134729;14/10/2018;9,7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134730;14/10/2018;41,9;17/12/2018;0,06;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134731;14/10/2018;7,25;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134732;14/10/2018;39;17/12/2018;0,06;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134736;14/10/2018;16,3;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134737;14/10/2018;9,5;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134739;14/10/2018;27,95;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134740;14/10/2018;9,5;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134741;14/10/2018;17,1;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134742;14/10/2018;9,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134744;14/10/2018;5,9;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134745;14/10/2018;16,45;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134746;14/10/2018;16;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134747;14/10/2018;18;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134748;14/10/2018;4,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134757;14/10/2018;10,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134758;14/10/2018;4,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134759;14/10/2018;1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134760;14/10/2018;10;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134762;14/10/2018;12,7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134763;14/10/2018;6,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134764;14/10/2018;9,5;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134765;14/10/2018;13,19;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134766;14/10/2018;18,1;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134767;14/10/2018;5,25;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134768;14/10/2018;20,5;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134769;14/10/2018;12,85;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134770;14/10/2018;32,44;17/12/2018;0,05;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134771;14/10/2018;14,9;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134772;14/10/2018;10,2;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134773;14/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134774;14/10/2018;9,1;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134775;14/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134776;14/10/2018;3,3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134777;14/10/2018;5,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134778;14/10/2018;6,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134779;14/10/2018;40,5;17/12/2018;0,06;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134780;14/10/2018;2,95;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134781;14/10/2018;6,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134782;14/10/2018;9,4;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134783;14/10/2018;24;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134784;14/10/2018;22;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134785;14/10/2018;15,65;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134788;14/10/2018;6,7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134807;14/10/2018;5,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134808;14/10/2018;5,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134810;14/10/2018;40,2;17/12/2018;0,06;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134814;14/10/2018;5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134815;14/10/2018;5,75;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134816;14/10/2018;16,3;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134818;14/10/2018;4,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134819;14/10/2018;1,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134820;14/10/2018;9,3;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134826;14/10/2018;27,4;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134620;14/10/2018;16,3;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134621;14/10/2018;11,2;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134622;14/10/2018;5,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134623;14/10/2018;19,65;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134624;14/10/2018;8,15;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134625;14/10/2018;29,78;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134626;14/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134627;14/10/2018;9,95;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134628;14/10/2018;2,35;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134629;14/10/2018;4,65;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134630;14/10/2018;13,6;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134635;14/10/2018;2,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134636;14/10/2018;3,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134637;14/10/2018;23,8;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134650;14/10/2018;8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134651;14/10/2018;13,2;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134652;14/10/2018;18,45;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134653;14/10/2018;10,25;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134654;14/10/2018;13,27;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134655;14/10/2018;12,3;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134657;14/10/2018;10,55;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134658;14/10/2018;34,1;17/12/2018;0,05;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134659;14/10/2018;18,25;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134662;14/10/2018;8,51;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134663;14/10/2018;16,3;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134664;14/10/2018;19,8;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134665;14/10/2018;4,6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134666;14/10/2018;14,4;17/12/2018;0,02;Liberado
